"Date","Price","Open","High","Low","Vol.","Change %"
"12/16/2024","25,385.0","25,390.0","25,405.0","25,346.5","","-0.06%"
"12/13/2024","25,400.0","25,404.5","25,410.0","25,385.0","","0.02%"
"12/12/2024","25,394.0","25,367.5","25,399.0","25,360.0","","0.06%"
"12/11/2024","25,380.0","25,360.0","25,390.0","25,346.5","","0.08%"
"12/10/2024","25,360.0","25,380.0","25,382.5","25,365.0","","-0.04%"
"12/09/2024","25,370.0","25,373.5","25,395.0","25,365.0","","-0.02%"
"12/06/2024","25,375.0","25,395.0","25,396.5","25,366.5","","-0.02%"
"12/05/2024","25,380.0","25,410.0","25,414.0","25,346.5","","-0.08%"
"12/04/2024","25,400.0","25,405.0","25,412.5","25,365.0","","0.02%"
"12/03/2024","25,395.0","25,400.0","25,408.0","25,346.5","","0.08%"
"12/02/2024","25,374.0","25,367.5","25,392.5","25,340.0","","0.12%"
"11/29/2024","25,344.0","25,340.0","25,405.0","25,340.0","","-0.06%"
"11/28/2024","25,358.0","25,355.0","25,407.5","25,327.5","","-0.07%"
"11/27/2024","25,375.0","25,405.0","25,417.5","25,385.0","","-0.12%"
"11/26/2024","25,405.0","25,425.0","25,425.0","25,405.0","","-0.02%"
"11/25/2024","25,410.0","25,415.0","25,425.0","25,388.5","","-0.03%"
"11/22/2024","25,417.0","25,422.5","25,432.5","25,415.0","","0.01%"
"11/21/2024","25,415.0","25,425.0","25,434.0","25,403.5","","0.00%"
"11/20/2024","25,415.0","25,400.0","25,425.0","25,395.0","","0.08%"
"11/19/2024","25,395.0","25,395.0","25,417.5","25,375.0","","-0.04%"
"11/18/2024","25,405.0","25,385.0","25,417.5","25,342.5","","0.10%"
"11/15/2024","25,380.0","25,385.0","25,397.5","25,375.0","","-0.04%"
"11/14/2024","25,390.0","25,375.0","25,405.0","25,335.0","","0.24%"
"11/13/2024","25,330.0","25,350.0","25,363.5","25,295.0","","-0.04%"
"11/12/2024","25,340.0","25,355.0","25,357.5","25,303.5","","0.12%"
"11/11/2024","25,310.0","25,285.0","25,332.5","25,255.0","","0.20%"
"11/08/2024","25,260.0","25,305.0","25,315.0","25,275.0","","-0.36%"
"11/07/2024","25,350.0","25,415.0","25,420.0","25,365.0","","-0.08%"
"11/06/2024","25,370.0","25,380.0","25,417.5","25,355.0","","0.16%"
"11/05/2024","25,330.0","25,322.5","25,365.0","25,290.0","","0.08%"
"11/04/2024","25,310.0","25,280.0","25,335.0","25,267.5","","0.12%"
"11/01/2024","25,280.0","25,280.0","25,345.0","25,260.0","","0.04%"
"10/31/2024","25,270.0","25,330.0","25,350.0","25,275.0","","-0.04%"
"10/30/2024","25,280.0","25,345.0","25,405.0","25,290.0","","-0.06%"
"10/29/2024","25,295.0","25,355.0","25,355.0","25,278.5","","-0.20%"
"10/28/2024","25,345.0","25,400.0","25,435.0","25,350.0","","-0.04%"
"10/25/2024","25,355.0","25,412.5","25,430.0","25,370.0","","-0.12%"
"10/24/2024","25,385.0","25,394.0","25,455.0","25,385.0","","-0.06%"
"10/23/2024","25,400.0","25,415.0","25,432.5","25,375.0","","0.04%"
"10/22/2024","25,390.0","25,390.0","25,405.0","25,360.0","","0.42%"
"10/21/2024","25,285.0","25,165.0","25,305.0","25,165.0","","0.54%"
"10/18/2024","25,150.0","25,225.0","25,275.0","25,165.0","","-0.12%"
"10/17/2024","25,180.0","25,030.0","25,207.5","25,030.0","","0.84%"
"10/16/2024","24,970.0","24,975.0","25,010.0","24,895.0","","0.18%"
"10/15/2024","24,925.0","24,865.0","24,959.0","24,835.0","","0.34%"
"10/14/2024","24,840.0","24,817.0","24,852.5","24,805.0","","0.14%"
"10/11/2024","24,805.0","24,840.0","24,855.5","24,805.0","","-0.10%"
"10/10/2024","24,830.0","24,870.0","24,870.0","24,825.0","","0.00%"
"10/09/2024","24,830.0","24,837.5","24,847.5","24,820.0","","-0.02%"
"10/08/2024","24,835.0","24,845.0","24,855.0","24,831.5","","-0.02%"
"10/07/2024","24,840.0","24,855.0","24,860.0","24,837.5","","0.34%"
"10/04/2024","24,755.0","24,770.0","24,772.5","24,720.0","","0.04%"
"10/03/2024","24,745.0","24,710.0","24,762.5","24,640.0","","0.38%"
"10/02/2024","24,652.0","24,630.0","24,675.0","24,591.0","","0.23%"
"10/01/2024","24,595.0","24,575.0","24,615.0","24,552.5","","0.16%"
"09/30/2024","24,555.0","24,580.0","24,615.0","24,545.0","","-0.14%"
"09/27/2024","24,590.0","24,620.0","24,630.0","24,585.0","","-0.10%"
"09/26/2024","24,615.0","24,625.0","24,640.0","24,552.5","","0.14%"
"09/25/2024","24,580.0","24,545.0","24,605.5","24,536.0","","-0.04%"
"09/24/2024","24,590.0","24,655.0","24,655.0","24,585.0","","-0.10%"
"09/23/2024","24,615.0","24,620.0","24,655.0","24,533.0","","0.10%"
"09/20/2024","24,590.0","24,570.0","24,635.0","24,528.0","","0.10%"
"09/19/2024","24,565.0","24,640.0","24,675.0","24,575.0","","-0.14%"
"09/18/2024","24,600.0","24,655.0","24,687.5","24,611.5","","-0.08%"
"09/17/2024","24,620.0","24,582.0","24,635.0","24,557.5","","0.37%"
"09/16/2024","24,530.0","24,545.0","24,618.0","24,540.0","","0.00%"
"09/13/2024","24,530.0","24,585.0","24,598.0","24,520.0","","-0.18%"
"09/12/2024","24,575.0","24,585.0","24,605.0","24,527.5","","0.10%"
"09/11/2024","24,550.0","24,650.0","24,665.0","24,535.0","","-0.45%"
"09/10/2024","24,660.0","24,700.0","24,705.0","24,620.0","","-0.08%"
"09/09/2024","24,680.0","24,635.0","24,695.0","24,608.5","","0.33%"
"09/06/2024","24,600.0","24,665.0","24,712.5","24,590.0","","-0.53%"
"09/05/2024","24,730.0","24,840.0","24,840.0","24,735.0","","-0.49%"
"09/04/2024","24,852.0","24,885.0","24,897.5","24,850.0","","-0.03%"
"09/03/2024","24,860.0","24,860.0","24,860.0","24,860.0","","0.00%"
"09/02/2024","24,860.0","24,860.0","24,860.0","24,860.0","","0.00%"
"08/30/2024","24,860.0","24,895.0","24,900.0","24,865.5","","-0.04%"
"08/29/2024","24,870.0","24,895.0","24,905.0","24,825.0","","0.06%"
"08/28/2024","24,855.0","24,825.0","24,890.0","24,819.0","","0.14%"
"08/27/2024","24,820.0","24,852.5","24,867.0","24,810.0","","-0.16%"
"08/26/2024","24,860.0","24,890.0","24,948.0","24,855.0","","-0.42%"
"08/23/2024","24,965.0","24,933.0","25,017.5","24,933.0","","0.02%"
"08/22/2024","24,960.0","24,935.0","24,975.0","24,905.0","","0.12%"
"08/21/2024","24,930.0","24,915.0","24,945.0","24,902.5","","0.06%"
"08/20/2024","24,915.0","24,915.0","24,968.5","24,917.5","","-0.18%"
"08/19/2024","24,960.0","25,069.0","25,069.0","24,970.0","","-0.36%"
"08/16/2024","25,050.0","25,070.0","25,086.0","25,035.0","","0.06%"
"08/15/2024","25,035.0","25,040.0","25,095.0","25,027.5","","0.06%"
"08/14/2024","25,020.0","25,083.5","25,125.0","25,035.0","","-0.38%"
"08/13/2024","25,115.0","25,130.0","25,132.5","25,085.0","","-0.02%"
"08/12/2024","25,120.0","25,127.5","25,132.5","25,075.0","","0.12%"
"08/09/2024","25,090.0","25,155.0","25,160.0","25,102.5","","-0.18%"
"08/08/2024","25,135.0","25,160.0","25,162.5","25,105.0","","-0.08%"
"08/07/2024","25,155.0","25,155.0","25,179.0","25,105.0","","0.10%"
"08/06/2024","25,130.0","25,122.5","25,150.0","25,100.0","","0.20%"
"08/05/2024","25,080.0","25,110.0","25,125.0","25,075.0","","-0.50%"
"08/02/2024","25,205.0","25,225.0","25,280.0","25,192.5","","-0.04%"
"08/01/2024","25,215.0","25,215.0","25,252.5","25,190.0","","-0.08%"
"07/31/2024","25,235.0","25,285.0","25,330.0","25,235.0","","-0.16%"
"07/30/2024","25,275.0","25,290.0","25,305.0","25,267.0","","0.00%"
"07/29/2024","25,275.0","25,315.0","25,332.5","25,280.0","","-0.10%"
"07/26/2024","25,300.0","25,335.0","25,339.0","25,294.5","","0.06%"
"07/25/2024","25,285.0","25,350.0","25,377.5","25,295.0","","-0.26%"
"07/24/2024","25,350.0","25,367.5","25,411.5","25,330.0","","-0.02%"
"07/23/2024","25,355.0","25,355.0","25,365.0","25,347.5","","0.12%"
"07/22/2024","25,325.0","25,335.0","25,342.5","25,322.5","","0.04%"
"07/19/2024","25,315.0","25,330.0","25,373.5","25,290.0","","0.02%"
"07/18/2024","25,310.0","25,305.0","25,375.0","25,273.0","","-0.02%"
"07/17/2024","25,315.0","25,380.0","25,380.0","25,322.5","","-0.24%"
"07/16/2024","25,375.0","25,375.0","25,430.0","25,375.0","","0.06%"
"07/15/2024","25,360.0","25,415.0","25,422.5","25,370.0","","-0.20%"
"07/12/2024","25,410.0","25,420.0","25,447.5","25,415.0","","-0.05%"
"07/11/2024","25,423.0","25,422.5","25,430.0","25,416.5","","0.03%"
"07/10/2024","25,415.0","25,420.0","25,447.5","25,414.0","","0.01%"
"07/09/2024","25,413.0","25,415.0","25,452.5","25,413.0","","-0.01%"
"07/08/2024","25,415.0","25,410.0","25,452.5","25,405.0","","0.01%"
"07/05/2024","25,412.0","25,450.0","25,455.5","25,365.0","","-0.15%"
"07/04/2024","25,450.0","25,454.0","25,456.5","25,445.0","","0.00%"
"07/03/2024","25,450.0","25,447.5","25,456.0","25,444.5","","0.00%"
"07/02/2024","25,450.0","25,447.5","25,457.0","25,447.5","","0.00%"
"07/01/2024","25,450.0","25,450.0","25,458.5","25,443.5","","0.02%"
"06/28/2024","25,445.0","25,460.0","25,465.0","25,443.0","","-0.04%"
"06/27/2024","25,455.0","25,470.0","25,470.0","25,457.5","","-0.04%"
"06/26/2024","25,465.0","25,454.5","25,469.0","25,450.5","","0.04%"
"06/25/2024","25,455.0","25,457.5","25,462.5","25,445.0","","0.00%"
"06/24/2024","25,455.0","25,453.0","25,458.5","25,450.5","","0.02%"
"06/21/2024","25,450.0","25,455.0","25,460.0","25,449.0","","0.00%"
"06/20/2024","25,450.0","25,455.0","25,456.5","25,430.0","","0.00%"
"06/19/2024","25,450.0","25,454.0","25,456.0","25,440.0","","0.02%"
"06/18/2024","25,445.0","25,455.0","25,457.5","25,447.0","","-0.02%"
"06/17/2024","25,450.0","25,457.5","25,460.0","25,414.0","","0.00%"
"06/14/2024","25,450.0","25,452.5","25,455.0","25,415.0","","0.06%"
"06/13/2024","25,435.0","25,437.5","25,445.0","25,420.0","","0.00%"
"06/12/2024","25,435.0","25,442.5","25,451.0","25,415.0","","0.00%"
"06/11/2024","25,435.0","25,427.5","25,445.0","25,415.0","","0.08%"
"06/10/2024","25,415.0","25,420.0","25,456.0","25,410.0","","0.06%"
"06/07/2024","25,400.0","25,432.5","25,434.0","25,407.5","","-0.08%"
"06/06/2024","25,420.0","25,425.0","25,432.5","25,404.5","","0.02%"
"06/05/2024","25,415.0","25,415.0","25,424.0","25,405.0","","0.02%"
"06/04/2024","25,410.0","25,412.5","25,430.5","25,405.0","","-0.09%"
"06/03/2024","25,432.0","25,440.0","25,455.5","25,404.5","","-0.03%"
"05/31/2024","25,440.0","25,460.0","25,460.5","25,445.0","","-0.04%"
"05/30/2024","25,450.0","25,458.0","25,460.0","25,450.0","","0.00%"
"05/29/2024","25,450.0","25,457.5","25,460.0","25,447.5","","0.01%"
"05/28/2024","25,448.0","25,472.5","25,473.5","25,445.0","","0.01%"
"05/27/2024","25,445.0","25,450.0","25,475.0","25,448.5","","-0.08%"
"05/24/2024","25,465.0","25,476.0","25,476.5","25,465.0","","-0.02%"
"05/23/2024","25,469.0","25,467.5","25,470.0","25,445.0","","0.02%"
"05/22/2024","25,464.0","25,463.0","25,465.5","25,445.0","","0.01%"
"05/21/2024","25,461.0","25,458.0","25,462.5","25,430.0","","0.04%"
"05/20/2024","25,452.0","25,456.0","25,457.0","25,444.0","","0.02%"
"05/17/2024","25,448.0","25,453.5","25,453.5","25,437.5","","0.07%"
"05/16/2024","25,431.0","25,430.0","25,456.5","25,400.0","","-0.06%"
"05/15/2024","25,445.0","25,450.0","25,457.0","25,445.0","","-0.02%"
"05/14/2024","25,450.0","25,457.5","25,460.0","25,445.0","","-0.01%"
"05/13/2024","25,453.0","25,449.5","25,456.5","25,435.0","","0.01%"
"05/10/2024","25,450.0","25,447.5","25,464.0","25,432.0","","0.04%"
"05/09/2024","25,440.0","25,445.0","25,447.5","25,425.0","","0.06%"
"05/08/2024","25,425.0","25,430.0","25,437.0","25,395.0","","0.10%"
"05/07/2024","25,400.0","25,405.0","25,412.5","25,375.0","","0.12%"
"05/06/2024","25,370.0","25,390.0","25,415.0","25,360.0","","-0.12%"
"05/03/2024","25,400.0","25,415.0","25,423.0","25,407.5","","0.04%"
"05/02/2024","25,390.0","25,360.0","25,405.0","25,320.0","","0.24%"
"05/01/2024","25,330.0","25,330.0","25,330.0","25,330.0","","0.00%"
"04/30/2024","25,330.0","25,330.0","25,330.0","25,330.0","","0.00%"
"04/29/2024","25,330.0","25,330.0","25,330.0","25,330.0","","0.00%"
"04/26/2024","25,330.0","25,355.0","25,375.0","25,317.5","","-0.08%"
"04/25/2024","25,350.0","25,395.0","25,445.0","25,315.0","","-0.22%"
"04/24/2024","25,405.0","25,445.0","25,460.0","25,402.5","","-0.14%"
"04/23/2024","25,440.0","25,460.0","25,464.0","25,445.0","","-0.06%"
"04/22/2024","25,455.0","25,445.0","25,461.5","25,440.0","","0.06%"
"04/19/2024","25,440.0","25,461.0","25,463.0","25,405.0","","0.16%"
"04/18/2024","25,400.0","25,400.0","25,400.0","25,400.0","","0.00%"
"04/17/2024","25,400.0","25,350.0","25,430.0","25,345.0","","0.47%"
"04/16/2024","25,280.0","25,265.0","25,295.0","25,245.0","","0.40%"
"04/15/2024","25,180.0","25,035.0","25,195.0","24,994.5","","0.66%"
"04/12/2024","25,015.0","24,990.0","25,025.0","24,970.0","","0.14%"
"04/11/2024","24,980.0","25,000.0","25,012.5","24,950.0","","0.18%"
"04/10/2024","24,935.0","24,955.0","24,961.0","24,943.0","","-0.04%"
"04/09/2024","24,945.0","24,965.0","25,010.0","24,943.0","","-0.06%"
"04/08/2024","24,960.0","24,930.0","24,975.0","24,930.0","","0.04%"
"04/05/2024","24,950.0","24,970.0","25,005.0","24,949.5","","0.06%"
"04/04/2024","24,935.0","25,000.0","25,014.0","24,920.0","","-0.26%"
"04/03/2024","25,000.0","24,935.0","25,010.0","24,915.0","","0.40%"
"04/02/2024","24,900.0","24,815.0","24,937.5","24,800.0","","0.42%"
"04/01/2024","24,795.0","24,817.5","24,818.5","24,770.0","","-0.06%"
"03/29/2024","24,810.0","24,795.0","24,822.5","24,792.5","","0.08%"
"03/28/2024","24,790.0","24,810.0","24,818.5","24,772.5","","0.02%"
"03/27/2024","24,785.0","24,780.0","24,797.5","24,778.0","","0.06%"
"03/26/2024","24,770.0","24,770.0","24,792.5","24,750.0","","0.12%"
"03/25/2024","24,740.0","24,799.0","24,806.0","24,746.5","","-0.11%"
"03/22/2024","24,768.0","24,805.0","24,821.5","24,756.0","","-0.07%"
"03/21/2024","24,785.0","24,765.0","24,801.5","24,765.0","","0.04%"
"03/20/2024","24,775.0","24,770.0","24,790.0","24,715.0","","0.14%"
"03/19/2024","24,740.0","24,730.0","24,755.0","24,695.0","","0.10%"
"03/18/2024","24,715.0","24,745.0","24,745.0","24,690.0","","0.02%"
"03/15/2024","24,710.0","24,725.0","24,744.0","24,700.0","","0.08%"
"03/14/2024","24,690.0","24,685.0","24,707.5","24,636.5","","0.06%"
"03/13/2024","24,675.0","24,650.0","24,687.5","24,640.0","","0.12%"
"03/12/2024","24,645.0","24,655.0","24,680.0","24,625.0","","0.04%"
"03/11/2024","24,635.0","24,645.0","24,670.0","24,602.5","","-0.02%"
"03/08/2024","24,640.0","24,685.0","24,700.0","24,632.5","","-0.16%"
"03/07/2024","24,680.0","24,642.5","24,715.0","24,642.5","","0.06%"
"03/06/2024","24,665.0","24,707.5","24,721.5","24,642.5","","-0.10%"
"03/05/2024","24,690.0","24,690.0","24,705.0","24,649.5","","0.06%"
"03/04/2024","24,676.0","24,660.0","24,700.0","24,649.5","","0.15%"
"03/01/2024","24,640.0","24,652.5","24,660.0","24,639.0","","0.00%"
"02/29/2024","24,640.0","24,645.0","24,657.5","24,639.0","","0.08%"
"02/28/2024","24,620.0","24,645.0","24,655.0","24,606.0","","-0.02%"
"02/27/2024","24,625.0","24,670.0","24,674.0","24,632.5","","-0.14%"
"02/26/2024","24,660.0","24,650.0","24,707.5","24,640.0","","0.12%"
"02/23/2024","24,630.0","24,610.0","24,660.0","24,597.5","","0.16%"
"02/22/2024","24,590.0","24,555.0","24,615.0","24,552.5","","0.27%"
"02/21/2024","24,525.0","24,532.5","24,550.0","24,490.0","","0.00%"
"02/20/2024","24,525.0","24,545.0","24,550.0","24,527.5","","-0.02%"
"02/19/2024","24,530.0","24,530.0","24,540.0","24,490.0","","0.08%"
"02/16/2024","24,510.0","24,422.5","24,550.0","24,422.5","","0.25%"
"02/15/2024","24,450.0","24,455.0","24,465.0","24,400.0","","0.20%"
"02/14/2024","24,400.0","24,400.0","24,400.0","24,400.0","","0.00%"
"02/13/2024","24,400.0","24,400.0","24,400.0","24,400.0","","0.00%"
"02/12/2024","24,400.0","24,400.0","24,400.0","24,400.0","","0.00%"
"02/09/2024","24,400.0","24,400.0","24,400.0","24,400.0","","0.00%"
"02/08/2024","24,400.0","24,400.0","24,400.0","24,400.0","","0.00%"
"02/07/2024","24,400.0","24,375.0","24,465.0","24,370.0","","0.18%"
"02/06/2024","24,355.0","24,385.0","24,387.5","24,342.5","","-0.06%"
"02/05/2024","24,370.0","24,415.0","24,417.5","24,360.0","","0.14%"
"02/02/2024","24,335.0","24,400.0","24,417.5","24,330.0","","-0.27%"
"02/01/2024","24,400.0","24,414.5","24,430.0","24,362.5","","-0.06%"
"01/31/2024","24,415.0","24,400.0","24,465.0","24,395.0","","0.08%"
"01/30/2024","24,395.0","24,510.0","24,510.0","24,395.0","","-0.55%"
"01/29/2024","24,530.0","24,595.0","24,610.0","24,535.0","","-0.26%"
"01/26/2024","24,595.0","24,620.0","24,625.0","24,600.0","","-0.04%"
"01/25/2024","24,605.0","24,595.0","24,615.0","24,577.5","","0.02%"
"01/24/2024","24,600.0","24,575.0","24,617.5","24,541.0","","0.14%"
"01/23/2024","24,565.0","24,565.0","24,575.0","24,510.0","","0.06%"
"01/22/2024","24,550.0","24,535.0","24,565.0","24,510.0","","0.04%"
"01/19/2024","24,540.0","24,550.0","24,570.0","24,535.0","","-0.02%"
"01/18/2024","24,545.0","24,520.0","24,580.0","24,520.0","","0.06%"
"01/17/2024","24,530.0","24,520.0","24,556.5","24,520.0","","0.12%"
"01/16/2024","24,500.0","24,505.0","24,547.5","24,470.0","","0.12%"
"01/15/2024","24,470.0","24,460.0","24,490.0","24,460.0","","-0.08%"
"01/12/2024","24,490.0","24,495.0","24,535.0","24,480.0","","0.06%"
"01/11/2024","24,475.0","24,455.0","24,492.5","24,445.0","","0.29%"
"01/10/2024","24,405.0","24,370.0","24,420.0","24,345.0","","0.18%"
"01/09/2024","24,360.0","24,350.0","24,392.5","24,337.5","","0.12%"
"01/08/2024","24,330.0","24,370.0","24,390.0","24,327.5","","-0.16%"
"01/05/2024","24,370.0","24,370.0","24,380.0","24,337.0","","0.04%"
"01/04/2024","24,360.0","24,365.0","24,400.0","24,357.5","","-0.04%"
"01/03/2024","24,370.0","24,345.0","24,387.5","24,310.0","","0.18%"
"01/02/2024","24,325.0","24,265.0","24,337.5","24,250.0","","0.27%"
"01/01/2024","24,260.0","24,260.0","24,260.0","24,260.0","","0.00%"
"12/29/2023","24,260.0","24,270.0","24,300.0","24,240.0","","0.10%"
"12/28/2023","24,235.0","24,300.0","24,355.0","24,250.0","","-0.45%"
"12/27/2023","24,345.0","24,375.0","24,391.0","24,315.0","","0.08%"
"12/26/2023","24,325.0","24,250.0","24,335.0","24,210.0","","0.39%"
"12/25/2023","24,230.0","24,220.0","24,265.0","24,180.0","","-0.02%"
"12/22/2023","24,235.0","24,300.0","24,317.5","24,235.0","","-0.35%"
"12/21/2023","24,320.0","24,342.5","24,357.5","24,320.0","","-0.06%"
"12/20/2023","24,335.0","24,330.0","24,349.0","24,275.0","","-0.06%"
"12/19/2023","24,350.0","24,360.0","24,378.0","24,340.0","","0.00%"
"12/18/2023","24,350.0","24,265.0","24,375.0","24,230.0","","0.37%"
"12/15/2023","24,260.0","24,245.0","24,275.0","24,220.0","","0.06%"
"12/14/2023","24,245.0","24,227.5","24,265.0","24,200.0","","-0.14%"
"12/13/2023","24,279.0","24,262.5","24,283.0","24,257.5","","0.08%"
"12/12/2023","24,260.0","24,270.0","24,280.0","24,263.5","","0.04%"
"12/11/2023","24,250.0","24,210.0","24,277.5","24,180.0","","0.12%"
"12/08/2023","24,220.0","24,260.0","24,267.5","24,230.0","","-0.23%"
"12/07/2023","24,275.0","24,280.0","24,290.0","24,267.5","","0.00%"
"12/06/2023","24,274.0","24,280.0","24,305.0","24,263.0","","0.03%"
"12/05/2023","24,266.0","24,255.0","24,283.5","24,237.5","","0.07%"
"12/04/2023","24,250.0","24,280.0","24,295.0","24,225.0","","-0.16%"
"12/01/2023","24,290.0","24,300.0","24,315.0","24,260.0","","0.16%"
"11/30/2023","24,250.0","24,260.0","24,277.5","24,200.0","","-0.04%"
"11/29/2023","24,260.0","24,190.0","24,270.0","24,182.0","","0.12%"
"11/28/2023","24,230.0","24,257.5","24,260.0","24,228.5","","0.00%"
"11/27/2023","24,230.0","24,230.0","24,270.0","24,221.5","","-0.12%"
"11/24/2023","24,260.0","24,260.0","24,282.0","24,210.0","","0.08%"
"11/23/2023","24,240.0","24,210.0","24,247.5","24,165.0","","0.14%"
"11/22/2023","24,205.0","24,145.0","24,217.5","24,142.5","","0.31%"
"11/21/2023","24,130.0","24,110.0","24,172.5","24,097.0","","-0.17%"
"11/20/2023","24,170.0","24,215.0","24,235.0","24,158.0","","-0.33%"
"11/17/2023","24,250.0","24,300.0","24,305.0","24,225.0","","-0.16%"
"11/16/2023","24,288.0","24,288.0","24,312.5","24,274.5","","-0.01%"
"11/15/2023","24,290.0","24,378.0","24,381.0","24,269.0","","-0.27%"
"11/14/2023","24,355.0","24,383.0","24,389.0","24,352.5","","-0.11%"
"11/13/2023","24,383.0","24,320.0","24,395.5","24,320.0","","0.28%"
"11/10/2023","24,315.0","24,380.0","24,380.0","24,305.0","","-0.10%"
"11/09/2023","24,340.0","24,375.0","24,395.0","24,330.0","","-0.12%"
"11/08/2023","24,370.0","24,345.0","24,385.0","24,290.0","","0.25%"
"11/07/2023","24,310.0","24,360.0","24,377.5","24,262.5","","-0.10%"
"11/06/2023","24,335.0","24,565.0","24,565.0","24,315.0","","-0.75%"
"11/03/2023","24,520.0","24,575.0","24,580.0","24,535.0","","-0.20%"
"11/02/2023","24,570.0","24,565.0","24,585.0","24,558.0","","-0.06%"
"11/01/2023","24,585.0","24,575.0","24,593.0","24,560.0","","0.10%"
"10/31/2023","24,560.0","24,555.0","24,573.5","24,551.5","","0.01%"
"10/30/2023","24,558.0","24,570.0","24,590.0","24,555.0","","-0.05%"
"10/27/2023","24,570.0","24,606.0","24,612.0","24,555.0","","-0.08%"
"10/26/2023","24,590.0","24,590.0","24,620.0","24,570.0","","0.12%"
"10/25/2023","24,560.0","24,565.0","24,585.0","24,550.0","","0.04%"
"10/24/2023","24,550.0","24,560.0","24,597.5","24,525.0","","-0.16%"
"10/23/2023","24,590.0","24,535.0","24,617.5","24,485.0","","0.29%"
"10/20/2023","24,520.0","24,565.0","24,582.5","24,480.0","","-0.12%"
"10/19/2023","24,550.0","24,585.0","24,597.5","24,490.0","","-0.02%"
"10/18/2023","24,555.0","24,487.5","24,577.5","24,479.5","","0.27%"
"10/17/2023","24,490.0","24,455.0","24,503.0","24,454.0","","0.12%"
"10/16/2023","24,460.0","24,452.5","24,481.5","24,445.0","","0.08%"
"10/13/2023","24,440.0","24,485.0","24,485.0","24,435.0","","0.02%"
"10/12/2023","24,435.0","24,440.0","24,460.0","24,425.0","","-0.02%"
"10/11/2023","24,440.0","24,402.0","24,455.0","24,380.0","","0.21%"
"10/10/2023","24,390.0","24,392.5","24,425.0","24,372.0","","0.08%"
"10/09/2023","24,370.0","24,367.5","24,402.5","24,352.5","","0.04%"
"10/06/2023","24,360.0","24,375.0","24,426.5","24,363.5","","-0.08%"
"10/05/2023","24,380.0","24,410.0","24,428.0","24,380.0","","-0.16%"
"10/04/2023","24,420.0","24,395.0","24,440.0","24,379.0","","0.14%"
"10/03/2023","24,385.0","24,375.0","24,414.0","24,375.0","","0.18%"
"10/02/2023","24,340.0","24,305.0","24,387.5","24,297.5","","0.25%"
"09/29/2023","24,280.0","24,415.0","24,420.0","24,265.0","","-0.43%"
"09/28/2023","24,385.0","24,435.0","24,445.0","24,390.0","","0.00%"
"09/27/2023","24,385.0","24,435.0","24,437.5","24,374.5","","0.02%"
"09/26/2023","24,380.0","24,352.5","24,442.5","24,352.5","","0.00%"
"09/25/2023","24,380.0","24,340.0","24,397.5","24,325.0","","0.08%"
"09/22/2023","24,360.0","24,320.0","24,375.0","24,285.0","","0.21%"
"09/21/2023","24,310.0","24,295.0","24,335.0","24,255.0","","0.16%"
"09/20/2023","24,270.0","24,372.5","24,380.0","24,285.0","","-0.41%"
"09/19/2023","24,370.0","24,385.0","24,416.5","24,382.5","","0.00%"
"09/18/2023","24,370.0","24,275.0","24,385.0","24,255.0","","0.49%"
"09/15/2023","24,250.0","24,255.0","24,270.0","24,230.5","","0.12%"
"09/14/2023","24,220.0","24,165.0","24,240.0","24,160.0","","0.27%"
"09/13/2023","24,155.0","24,100.0","24,176.5","24,095.0","","0.23%"
"09/12/2023","24,100.0","24,085.0","24,115.0","24,079.0","","0.10%"
"09/11/2023","24,075.0","24,070.0","24,085.0","24,045.0","","0.08%"
"09/08/2023","24,055.0","24,055.0","24,125.0","24,055.0","","-0.02%"
"09/07/2023","24,060.0","24,060.0","24,096.5","24,040.0","","0.02%"
"09/06/2023","24,055.0","24,085.0","24,105.0","23,995.0","","0.02%"
"09/05/2023","24,050.0","24,120.0","24,120.0","24,057.5","","-0.04%"
"09/04/2023","24,060.0","24,060.0","24,060.0","24,060.0","","0.00%"
"09/01/2023","24,060.0","24,060.0","24,060.0","24,060.0","","0.00%"
"08/31/2023","24,060.0","24,100.0","24,122.5","24,055.0","","-0.21%"
"08/30/2023","24,110.0","24,165.0","24,191.5","24,110.0","","-0.29%"
"08/29/2023","24,180.0","24,175.0","24,200.0","24,150.0","","0.42%"
"08/28/2023","24,080.0","23,995.0","24,095.0","23,970.0","","0.23%"
"08/25/2023","24,024.0","24,040.0","24,040.0","23,980.0","","0.12%"
"08/24/2023","23,995.0","23,995.0","24,010.5","23,967.5","","0.04%"
"08/23/2023","23,985.0","24,000.0","24,021.0","23,965.0","","0.27%"
"08/22/2023","23,920.0","23,812.5","23,935.0","23,805.0","","0.48%"
"08/21/2023","23,805.0","23,795.0","23,819.0","23,747.5","","0.00%"
"08/18/2023","23,805.0","23,867.5","23,875.0","23,780.0","","-0.19%"
"08/17/2023","23,850.0","23,965.0","23,975.0","23,865.0","","-0.36%"
"08/16/2023","23,935.0","23,975.0","24,007.5","23,915.0","","-0.13%"
"08/15/2023","23,965.0","23,855.0","23,980.0","23,830.0","","0.63%"
"08/14/2023","23,815.0","23,770.0","23,825.5","23,727.5","","0.27%"
"08/11/2023","23,750.0","23,750.0","23,760.0","23,687.5","","0.04%"
"08/10/2023","23,740.0","23,740.0","23,755.0","23,710.0","","0.02%"
"08/09/2023","23,735.0","23,735.0","23,750.5","23,681.0","","0.02%"
